customer_id,previous_order_month_period,previous_monthly_orders,previous_monthly_revenue,previous_monthly_gross_amount,previous_avg_order_value,previous_coupon_used_count,previous_coupon_discount_total,previous_delayed_orders,previous_rain_orders,previous_surge_orders,previous_avg_delivery_minutes,previous_avg_distance_km,previous_avg_rating,previous_campaign_exposed_count,previous_ad_clicked_count,previous_city,previous_customer_area,previous_membership_tier,previous_delay_rate,previous_coupon_usage_rate,previous_campaign_click_rate,current_order_month_period,current_monthly_orders,current_monthly_revenue,current_monthly_gross_amount,current_avg_order_value,current_coupon_used_count,current_coupon_discount_total,current_delayed_orders,current_rain_orders,current_surge_orders,current_avg_delivery_minutes,current_avg_distance_km,current_avg_rating,current_campaign_exposed_count,current_ad_clicked_count,current_city,current_customer_area,current_membership_tier,current_delay_rate,current_coupon_usage_rate,current_campaign_click_rate,city,customer_area,membership_tier,order_drop_count,order_drop_pct,revenue_drop_amount,revenue_drop_pct,high_value_customer_flag,bad_experience_flag,coupon_sensitive_flag,churn_risk_label,churn_risk_num,customer_segment,recommended_coupon,coupon_reason,business_action,revenue_at_risk
533,2025-11,1.0,162.0,162.0,162.0,1.0,0.0,0.0,0.0,0.0,26.0,4.21,4.3,1.0,0.0,Hyderabad,Madhapur,NONE,0.0,1.0,0.0,2025-12,3.0,390.0,390.0,130.0,1.0,0.0,2.0,0.0,0.0,37.33,8.64,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,0.67,0.33,0.0,Hyderabad,Secunderabad,NONE,-2.0,-2.0,-228.0,-1.41,0,0,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
534,2025-11,2.0,212.0,262.0,106.0,0.0,0.0,0.0,0.0,0.0,25.5,14.04,0.0,0.0,0.0,Hyderabad,Banjara Hills,ONE_PLUS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Hyderabad,Banjara Hills,ONE_PLUS,2.0,1.0,212.0,1.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
535,2025-11,1.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,27.0,12.01,0.0,1.0,0.0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0,2025-12,1.0,297.0,297.0,297.0,0.0,0.0,1.0,0.0,0.0,49.0,8.06,4.2,1.0,0.0,Hyderabad,Gachibowli,NONE,1.0,0.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.0,-202.0,-2.13,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
536,2025-11,3.0,308.0,308.0,102.67,0.0,0.0,0.0,2.0,0.0,27.0,7.92,1.13,1.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0,2025-12,5.0,1190.0,1190.0,238.0,0.0,0.0,2.0,1.0,2.0,32.0,6.52,0.0,2.0,0.0,Hyderabad,Secunderabad,NONE,0.4,0.0,0.0,Hyderabad,Secunderabad,NONE,-2.0,-0.67,-882.0,-2.86,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
537,2025-11,3.0,539.0,569.0,179.67,0.0,0.0,1.0,1.0,0.0,31.33,8.15,1.43,0.0,0.0,Hyderabad,Secunderabad,ONE_LITE,0.33,0.0,0.0,2025-12,5.0,967.0,1057.0,193.4,1.0,40.0,0.0,1.0,2.0,31.8,5.62,1.0,3.0,0.0,Hyderabad,Khairatabad,ONE_LITE,0.0,0.2,0.0,Hyderabad,Khairatabad,ONE_LITE,-2.0,-0.67,-428.0,-0.79,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
539,2025-11,4.0,1032.0,1112.0,258.0,1.0,40.0,1.0,1.0,1.0,34.5,8.07,0.82,0.0,0.0,Hyderabad,Kukatpally,ONE_LITE,0.25,0.25,0.0,2025-12,2.0,580.0,600.0,290.0,0.0,0.0,0.0,0.0,0.0,36.5,6.09,2.4,1.0,0.0,Hyderabad,Moosapet,ONE_LITE,0.0,0.0,0.0,Hyderabad,Moosapet,ONE_LITE,2.0,0.5,452.0,0.44,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
540,2025-11,4.0,571.0,668.0,142.75,2.0,57.0,1.0,0.0,1.0,34.0,8.82,1.2,3.0,0.0,Hyderabad,Madhapur,ONE_LITE,0.25,0.5,0.0,2025-12,3.0,1362.0,1392.0,454.0,0.0,0.0,2.0,0.0,2.0,42.0,13.48,0.0,0.0,0.0,Hyderabad,Gachibowli,ONE_LITE,0.67,0.0,0.0,Hyderabad,Gachibowli,ONE_LITE,1.0,0.25,-791.0,-1.39,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
541,2025-11,1.0,64.0,74.0,64.0,0.0,0.0,0.0,0.0,0.0,24.0,11.23,0.0,0.0,0.0,Hyderabad,Ameerpet,ONE_LITE,0.0,0.0,0.0,2025-12,2.0,352.0,372.0,176.0,1.0,0.0,0.0,0.0,1.0,35.5,9.22,1.85,1.0,0.0,Hyderabad,Khairatabad,ONE_LITE,0.0,0.5,0.0,Hyderabad,Khairatabad,ONE_LITE,-1.0,-1.0,-288.0,-4.5,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
542,2025-11,4.0,838.0,938.0,209.5,1.0,100.0,1.0,1.0,0.0,35.25,11.73,3.03,2.0,0.0,Hyderabad,Gachibowli,NONE,0.25,0.25,0.0,2025-12,3.0,504.0,504.0,168.0,0.0,0.0,0.0,0.0,0.0,23.67,7.53,0.0,2.0,0.0,Hyderabad,Abids,NONE,0.0,0.0,0.0,Hyderabad,Abids,NONE,1.0,0.25,334.0,0.4,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
543,2025-11,2.0,1289.0,1289.0,644.5,0.0,0.0,1.0,0.0,1.0,33.5,5.2,0.0,0.0,0.0,Hyderabad,Madhapur,NONE,0.5,0.0,0.0,2025-12,1.0,109.0,109.0,109.0,1.0,0.0,0.0,0.0,0.0,25.0,0.49,0.0,0.0,0.0,Hyderabad,Banjara Hills,NONE,0.0,1.0,0.0,Hyderabad,Banjara Hills,NONE,1.0,0.5,1180.0,0.92,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
544,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,1.0,238.0,263.0,238.0,1.0,0.0,0.0,0.0,0.0,28.0,7.19,0.0,0.0,0.0,Hyderabad,Moosapet,ONE,0.0,1.0,0.0,Hyderabad,Moosapet,ONE,-1.0,0.0,-238.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
545,2025-11,2.0,266.0,360.0,133.0,1.0,44.0,0.0,0.0,0.0,26.0,10.36,2.45,0.0,0.0,Hyderabad,Moosapet,ONE,0.0,0.5,0.0,2025-12,1.0,211.0,236.0,211.0,0.0,0.0,0.0,0.0,0.0,23.0,19.37,4.7,0.0,0.0,Hyderabad,Kukatpally,ONE,0.0,0.0,0.0,Hyderabad,Kukatpally,ONE,1.0,0.5,55.0,0.21,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
546,2025-11,2.0,258.0,258.0,129.0,1.0,0.0,1.0,0.0,1.0,40.5,10.6,0.0,1.0,0.0,Hyderabad,Gachibowli,NONE,0.5,0.5,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Hyderabad,Gachibowli,NONE,2.0,1.0,258.0,1.0,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
547,2025-11,2.0,153.0,153.0,76.5,0.0,0.0,1.0,0.0,0.0,40.0,14.84,0.0,0.0,0.0,Hyderabad,Banjara Hills,NONE,0.5,0.0,0.0,2025-12,3.0,1013.0,1013.0,337.67,0.0,0.0,1.0,0.0,1.0,39.33,10.2,0.0,1.0,0.0,Hyderabad,Ameerpet,NONE,0.33,0.0,0.0,Hyderabad,Ameerpet,NONE,-1.0,-0.5,-860.0,-5.62,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
548,2025-11,2.0,474.0,524.0,237.0,0.0,0.0,0.0,0.0,0.0,22.0,15.73,4.4,1.0,0.0,Hyderabad,New Maruthi Nagar,ONE_PLUS,0.0,0.0,0.0,2025-12,3.0,819.0,1135.0,273.0,3.0,241.0,0.0,0.0,0.0,33.0,11.12,0.93,0.0,0.0,Hyderabad,Moosapet,ONE_PLUS,0.0,1.0,0.0,Hyderabad,Moosapet,ONE_PLUS,-1.0,-0.5,-345.0,-0.73,0,0,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
549,2025-11,1.0,761.0,891.0,761.0,1.0,120.0,0.0,1.0,1.0,37.0,0.41,3.3,0.0,0.0,Hyderabad,Gachibowli,ONE_LITE,0.0,1.0,0.0,2025-12,3.0,773.0,803.0,257.67,0.0,0.0,0.0,0.0,0.0,23.67,10.77,0.0,0.0,0.0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.0,0.0,Hyderabad,Gachibowli,ONE_LITE,-2.0,-2.0,-12.0,-0.02,1,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
550,2025-11,1.0,168.0,168.0,168.0,1.0,0.0,1.0,0.0,1.0,48.0,11.34,3.7,0.0,0.0,Hyderabad,Khairatabad,NONE,1.0,1.0,0.0,2025-12,3.0,506.0,546.0,168.67,2.0,40.0,1.0,2.0,0.0,37.67,3.11,3.47,1.0,0.0,Hyderabad,Kukatpally,NONE,0.33,0.67,0.0,Hyderabad,Kukatpally,NONE,-2.0,-2.0,-338.0,-2.01,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
551,2025-11,2.0,928.0,978.0,464.0,0.0,0.0,1.0,0.0,1.0,41.0,14.24,0.0,1.0,0.0,Hyderabad,Gachibowli,ONE,0.5,0.0,0.0,2025-12,1.0,95.0,120.0,95.0,0.0,0.0,0.0,0.0,0.0,25.0,5.55,4.7,1.0,0.0,Hyderabad,Abids,ONE,0.0,0.0,0.0,Hyderabad,Abids,ONE,1.0,0.5,833.0,0.9,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
552,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,2.0,422.0,462.0,211.0,1.0,40.0,0.0,1.0,0.0,25.0,12.74,0.0,1.0,0.0,Hyderabad,Abids,NONE,0.0,0.5,0.0,Hyderabad,Abids,NONE,-2.0,0.0,-422.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
553,2025-11,1.0,256.0,256.0,256.0,0.0,0.0,0.0,0.0,0.0,18.0,3.6,0.0,0.0,0.0,Hyderabad,Moosapet,NONE,0.0,0.0,0.0,2025-12,2.0,618.0,718.0,309.0,1.0,100.0,0.0,0.0,1.0,27.0,7.7,4.0,0.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.5,0.0,Hyderabad,Gachibowli,NONE,-1.0,-1.0,-362.0,-1.41,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
554,2025-11,3.0,1155.0,1235.0,385.0,1.0,80.0,0.0,0.0,0.0,28.67,10.8,2.77,0.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.33,0.0,2025-12,1.0,139.0,277.0,139.0,1.0,138.0,0.0,0.0,0.0,27.0,11.96,4.5,1.0,0.0,Hyderabad,Kukatpally,NONE,0.0,1.0,0.0,Hyderabad,Kukatpally,NONE,2.0,0.67,1016.0,0.88,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
556,2025-11,1.0,172.0,172.0,172.0,1.0,0.0,0.0,1.0,0.0,39.0,3.28,0.0,1.0,0.0,Hyderabad,Ameerpet,NONE,0.0,1.0,0.0,2025-12,3.0,645.0,645.0,215.0,0.0,0.0,0.0,0.0,0.0,21.67,11.24,1.27,0.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0,Hyderabad,Gachibowli,NONE,-2.0,-2.0,-473.0,-2.75,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
558,2025-11,2.0,526.0,526.0,263.0,0.0,0.0,0.0,0.0,1.0,37.0,11.04,2.2,1.0,0.0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0,2025-12,5.0,913.0,913.0,182.6,2.0,0.0,2.0,1.0,2.0,34.8,5.68,0.9,5.0,0.0,Hyderabad,Madhapur,NONE,0.4,0.4,0.0,Hyderabad,Madhapur,NONE,-3.0,-1.5,-387.0,-0.74,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
559,2025-11,1.0,68.0,93.0,68.0,0.0,0.0,0.0,0.0,0.0,29.0,20.52,4.6,0.0,0.0,Hyderabad,Gachibowli,ONE,0.0,0.0,0.0,2025-12,4.0,788.0,888.0,197.0,1.0,0.0,3.0,1.0,2.0,44.5,10.82,1.92,1.0,0.0,Hyderabad,Khairatabad,ONE,0.75,0.25,0.0,Hyderabad,Khairatabad,ONE,-3.0,-3.0,-720.0,-10.59,0,0,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
560,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,3.0,325.0,400.0,108.33,0.0,0.0,0.0,0.0,1.0,31.0,6.03,0.0,1.0,0.0,Hyderabad,Moosapet,ONE,0.0,0.0,0.0,Hyderabad,Moosapet,ONE,-3.0,0.0,-325.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
561,2025-11,3.0,489.0,559.0,163.0,0.0,0.0,1.0,2.0,1.0,40.0,7.65,0.0,1.0,0.0,Hyderabad,Moosapet,ONE_PLUS,0.33,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Hyderabad,Moosapet,ONE_PLUS,3.0,1.0,489.0,1.0,0,1,0,High Churn Risk,1,At Risk Customer,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",489.0
562,2025-11,1.0,198.0,198.0,198.0,1.0,0.0,0.0,0.0,0.0,25.0,4.09,0.0,0.0,0.0,Hyderabad,Ameerpet,NONE,0.0,1.0,0.0,2025-12,3.0,1112.0,1222.0,370.67,2.0,110.0,0.0,0.0,0.0,27.33,5.53,1.6,0.0,0.0,Hyderabad,Madhapur,NONE,0.0,0.67,0.0,Hyderabad,Madhapur,NONE,-2.0,-2.0,-914.0,-4.62,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
563,2025-11,2.0,354.0,444.0,177.0,1.0,40.0,1.0,0.0,2.0,33.5,4.14,0.0,1.0,0.0,Hyderabad,Banjara Hills,ONE,0.5,0.5,0.0,2025-12,1.0,119.0,144.0,119.0,1.0,0.0,0.0,1.0,0.0,36.0,8.25,0.0,0.0,0.0,Hyderabad,Kukatpally,ONE,0.0,1.0,0.0,Hyderabad,Kukatpally,ONE,1.0,0.5,235.0,0.66,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
564,2025-11,4.0,1145.0,1225.0,286.25,2.0,80.0,1.0,0.0,1.0,30.25,5.98,0.98,2.0,0.0,Hyderabad,New Maruthi Nagar,NONE,0.25,0.5,0.0,2025-12,4.0,1387.0,1577.0,346.75,2.0,190.0,1.0,1.0,1.0,36.0,7.78,2.35,1.0,0.0,Hyderabad,Moosapet,NONE,0.25,0.5,0.0,Hyderabad,Moosapet,NONE,0.0,0.0,-242.0,-0.21,1,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
565,2025-11,2.0,286.0,386.0,143.0,1.0,100.0,0.0,0.0,0.0,29.5,8.27,4.2,0.0,0.0,Hyderabad,Abids,NONE,0.0,0.5,0.0,2025-12,4.0,1053.0,1283.0,263.25,3.0,230.0,0.0,0.0,0.0,35.0,6.13,0.0,2.0,0.0,Hyderabad,Khairatabad,NONE,0.0,0.75,0.0,Hyderabad,Khairatabad,NONE,-2.0,-1.0,-767.0,-2.68,0,0,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
566,2025-11,2.0,646.0,766.0,323.0,1.0,120.0,0.0,0.0,0.0,36.0,12.47,0.0,2.0,0.0,Hyderabad,Banjara Hills,NONE,0.0,0.5,0.0,2025-12,2.0,304.0,304.0,152.0,1.0,0.0,0.0,1.0,0.0,30.5,9.35,0.0,1.0,0.0,Hyderabad,Ameerpet,NONE,0.0,0.5,0.0,Hyderabad,Ameerpet,NONE,0.0,0.0,342.0,0.53,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
567,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,1.0,95.0,95.0,95.0,0.0,0.0,1.0,1.0,1.0,55.0,5.98,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,1.0,0.0,0.0,Hyderabad,Secunderabad,NONE,-1.0,0.0,-95.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
568,2025-11,2.0,308.0,358.0,154.0,0.0,0.0,1.0,0.0,1.0,31.0,3.36,0.0,0.0,0.0,Hyderabad,Khairatabad,ONE,0.5,0.0,0.0,2025-12,1.0,303.0,410.0,303.0,1.0,82.0,0.0,0.0,0.0,32.0,11.23,4.3,0.0,0.0,Hyderabad,Gachibowli,ONE,0.0,1.0,0.0,Hyderabad,Gachibowli,ONE,1.0,0.5,5.0,0.02,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
569,2025-11,1.0,186.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,15.0,15.59,0.0,1.0,0.0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0,2025-12,2.0,394.0,394.0,197.0,1.0,0.0,1.0,0.0,0.0,41.5,11.36,2.5,0.0,0.0,Hyderabad,Madhapur,NONE,0.5,0.5,0.0,Hyderabad,Madhapur,NONE,-1.0,-1.0,-208.0,-1.12,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
570,2025-11,5.0,2069.0,2069.0,413.8,0.0,0.0,3.0,1.0,1.0,40.8,5.98,1.0,0.0,0.0,Hyderabad,Madhapur,NONE,0.6,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Hyderabad,Madhapur,NONE,5.0,1.0,2069.0,1.0,1,1,0,Medium Churn Risk,0,Regular Customer,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,2069.0
571,2025-11,2.0,277.0,357.0,138.5,1.0,80.0,0.0,0.0,0.0,25.5,13.71,0.0,1.0,0.0,Hyderabad,Secunderabad,NONE,0.0,0.5,0.0,2025-12,2.0,164.0,164.0,82.0,0.0,0.0,1.0,1.0,1.0,32.5,9.56,0.0,1.0,0.0,Hyderabad,Moosapet,NONE,0.5,0.0,0.0,Hyderabad,Moosapet,NONE,0.0,0.0,113.0,0.41,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
572,2025-11,1.0,270.0,270.0,270.0,0.0,0.0,0.0,1.0,0.0,32.0,14.89,0.0,0.0,0.0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.0,0.0,2025-12,3.0,439.0,439.0,146.33,2.0,0.0,2.0,0.0,0.0,41.33,7.2,0.0,0.0,0.0,Hyderabad,Gachibowli,NONE,0.67,0.67,0.0,Hyderabad,Gachibowli,NONE,-2.0,-2.0,-169.0,-0.63,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
573,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,2025-12,4.0,1066.0,1066.0,266.5,2.0,0.0,1.0,1.0,1.0,28.0,7.32,0.0,3.0,0.0,Hyderabad,Banjara Hills,NONE,0.25,0.5,0.0,Hyderabad,Banjara Hills,NONE,-4.0,0.0,-1066.0,0.0,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
574,2025-11,2.0,218.0,218.0,109.0,1.0,0.0,1.0,0.0,1.0,42.0,13.67,2.2,2.0,0.0,Hyderabad,Kukatpally,NONE,0.5,0.5,0.0,2025-12,1.0,129.0,129.0,129.0,0.0,0.0,0.0,0.0,1.0,30.0,7.98,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,1.0,0.5,89.0,0.41,0,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
575,2025-11,2.0,294.0,344.0,147.0,0.0,0.0,0.0,1.0,1.0,32.5,2.47,2.15,2.0,0.0,Hyderabad,Madhapur,ONE,0.0,0.0,0.0,2025-12,1.0,237.0,262.0,237.0,0.0,0.0,0.0,1.0,0.0,28.0,11.65,0.0,0.0,0.0,Hyderabad,Secunderabad,ONE,0.0,0.0,0.0,Hyderabad,Secunderabad,ONE,1.0,0.5,57.0,0.19,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
576,2025-11,4.0,788.0,788.0,197.0,2.0,0.0,1.0,1.0,0.0,29.25,7.63,1.02,1.0,0.0,Hyderabad,Secunderabad,NONE,0.25,0.5,0.0,2025-12,3.0,613.0,613.0,204.33,1.0,0.0,1.0,0.0,0.0,35.33,4.02,1.67,1.0,0.0,Hyderabad,New Maruthi Nagar,NONE,0.33,0.33,0.0,Hyderabad,New Maruthi Nagar,NONE,1.0,0.25,175.0,0.22,1,1,1,Low Churn Risk,0,Coupon Sensitive Customer,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
577,2025-11,1.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,1.0,39.0,3.43,0.0,0.0,0.0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0,2025-12,1.0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,24.0,6.59,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0,Hyderabad,Secunderabad,NONE,0.0,0.0,-433.0,-3.46,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
578,2025-11,1.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,1.0,30.0,14.97,0.0,0.0,0.0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.0,0.0,2025-12,1.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,1.0,24.0,3.93,0.0,0.0,0.0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0,Hyderabad,Ameerpet,NONE,0.0,0.0,9.0,0.1,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
579,2025-11,1.0,822.0,832.0,822.0,0.0,0.0,0.0,0.0,0.0,29.0,8.15,0.0,0.0,0.0,Hyderabad,Madhapur,ONE_LITE,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,Hyderabad,Madhapur,ONE_LITE,1.0,1.0,822.0,1.0,1,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
580,2025-11,3.0,468.0,543.0,156.0,1.0,0.0,0.0,0.0,1.0,28.67,4.13,1.23,2.0,0.0,Hyderabad,Banjara Hills,ONE,0.0,0.33,0.0,2025-12,3.0,1451.0,1606.0,483.67,1.0,80.0,2.0,1.0,2.0,42.67,5.51,0.0,1.0,0.0,Hyderabad,Kukatpally,ONE,0.67,0.33,0.0,Hyderabad,Kukatpally,ONE,0.0,0.0,-983.0,-2.1,0,1,0,Low Churn Risk,0,Regular Customer,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
