customer_id,city,customer_area,membership_tier,customer_segment,previous_monthly_orders,current_monthly_orders,order_drop_count,order_drop_pct,previous_monthly_revenue,current_monthly_revenue,revenue_drop_pct,churn_risk_label,recommended_coupon,coupon_reason,business_action,revenue_at_risk
1395,Hyderabad,Ameerpet,NONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,144.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1396,Hyderabad,Abids,NONE,Coupon Sensitive Customer,6.0,4.0,2.0,0.33,1042.0,677.0,0.35,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1042.0
1397,Hyderabad,Gachibowli,NONE,Regular Customer,0.0,2.0,-2.0,0.0,0.0,398.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1398,Hyderabad,Banjara Hills,ONE_LITE,Regular Customer,4.0,3.0,1.0,0.25,736.0,965.0,-0.31,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1399,Hyderabad,New Maruthi Nagar,NONE,Regular Customer,2.0,1.0,1.0,0.5,805.0,103.0,0.87,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1400,Hyderabad,Abids,ONE,At Risk High Value Customer,4.0,0.0,4.0,1.0,991.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",991.0
1401,Hyderabad,Khairatabad,NONE,Coupon Sensitive Customer,4.0,1.0,3.0,0.75,474.0,392.0,0.17,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1402,Hyderabad,Kukatpally,NONE,Regular Customer,3.0,2.0,1.0,0.33,582.0,241.0,0.59,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1403,Hyderabad,Kukatpally,ONE_LITE,Regular Customer,4.0,1.0,3.0,0.75,600.0,454.0,0.24,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1404,Hyderabad,Ameerpet,NONE,Regular Customer,1.0,3.0,-2.0,-2.0,153.0,1277.0,-7.35,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1405,Hyderabad,Moosapet,NONE,Coupon Sensitive Customer,1.0,0.0,1.0,1.0,176.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1406,Hyderabad,Secunderabad,NONE,Regular Customer,5.0,2.0,3.0,0.6,1227.0,199.0,0.84,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,1227.0
1407,Hyderabad,Secunderabad,ONE_LITE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,523.0,152.0,0.71,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1408,Hyderabad,Secunderabad,NONE,Regular Customer,2.0,2.0,0.0,0.0,950.0,801.0,0.16,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1409,Hyderabad,Ameerpet,NONE,Regular Customer,1.0,4.0,-3.0,-3.0,236.0,710.0,-2.01,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1410,Hyderabad,Gachibowli,NONE,At Risk High Value Customer,3.0,0.0,3.0,1.0,725.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",725.0
1411,Hyderabad,Madhapur,NONE,Coupon Sensitive Customer,6.0,4.0,2.0,0.33,798.0,943.0,-0.18,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,798.0
1412,Hyderabad,Moosapet,NONE,Regular Customer,5.0,1.0,4.0,0.8,773.0,306.0,0.6,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,773.0
1413,Hyderabad,Moosapet,ONE_LITE,Regular Customer,4.0,3.0,1.0,0.25,590.0,752.0,-0.27,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1414,Hyderabad,Banjara Hills,NONE,Regular Customer,0.0,2.0,-2.0,0.0,0.0,353.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1415,Hyderabad,Moosapet,ONE,Regular Customer,1.0,3.0,-2.0,-2.0,65.0,418.0,-5.43,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1416,Hyderabad,Madhapur,ONE,Regular Customer,1.0,3.0,-2.0,-2.0,71.0,715.0,-9.07,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1417,Hyderabad,Ameerpet,ONE_LITE,Regular Customer,2.0,0.0,2.0,1.0,188.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1418,Hyderabad,Moosapet,NONE,Regular Customer,1.0,2.0,-1.0,-1.0,196.0,562.0,-1.87,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1419,Hyderabad,Secunderabad,NONE,Regular Customer,1.0,0.0,1.0,1.0,144.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1420,Hyderabad,Banjara Hills,NONE,Coupon Sensitive Customer,4.0,1.0,3.0,0.75,648.0,135.0,0.79,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1421,Hyderabad,Gachibowli,ONE_LITE,Regular Customer,3.0,1.0,2.0,0.67,674.0,120.0,0.82,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1422,Hyderabad,Kukatpally,ONE,Regular Customer,1.0,1.0,0.0,0.0,119.0,54.0,0.55,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1423,Hyderabad,Ameerpet,NONE,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,185.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1424,Hyderabad,Khairatabad,NONE,Regular Customer,1.0,1.0,0.0,0.0,540.0,79.0,0.85,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1425,Hyderabad,New Maruthi Nagar,NONE,At Risk Customer,3.0,0.0,3.0,1.0,530.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",530.0
1426,Hyderabad,Khairatabad,NONE,Regular Customer,4.0,1.0,3.0,0.75,672.0,222.0,0.67,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1427,Hyderabad,Kukatpally,ONE,Coupon Sensitive Customer,3.0,3.0,0.0,0.0,984.0,556.0,0.43,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1428,Hyderabad,Ameerpet,NONE,Coupon Sensitive Customer,2.0,4.0,-2.0,-1.0,414.0,955.0,-1.31,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1429,Hyderabad,Secunderabad,NONE,Coupon Sensitive Customer,1.0,0.0,1.0,1.0,135.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1430,Hyderabad,Kukatpally,NONE,Regular Customer,0.0,2.0,-2.0,0.0,0.0,492.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1431,Hyderabad,Kukatpally,ONE,Regular Customer,0.0,2.0,-2.0,0.0,0.0,346.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1432,Hyderabad,Banjara Hills,NONE,Regular Customer,1.0,5.0,-4.0,-4.0,95.0,1197.0,-11.6,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1433,Hyderabad,Kukatpally,NONE,Regular Customer,1.0,0.0,1.0,1.0,208.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1434,Hyderabad,Moosapet,ONE_LITE,Regular Customer,2.0,0.0,2.0,1.0,359.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1435,Hyderabad,Kukatpally,NONE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,430.0,299.0,0.3,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1436,Hyderabad,Madhapur,ONE_LITE,Regular Customer,4.0,1.0,3.0,0.75,614.0,119.0,0.81,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1437,Hyderabad,Khairatabad,NONE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,192.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1438,Hyderabad,Moosapet,NONE,Regular Customer,3.0,4.0,-1.0,-0.33,540.0,578.0,-0.07,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1439,Hyderabad,Abids,ONE_PLUS,Regular Customer,1.0,2.0,-1.0,-1.0,173.0,407.0,-1.35,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1440,Hyderabad,Moosapet,NONE,Coupon Sensitive Customer,2.0,3.0,-1.0,-0.5,457.0,539.0,-0.18,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1441,Hyderabad,Kukatpally,ONE,Coupon Sensitive Customer,5.0,2.0,3.0,0.6,661.0,527.0,0.2,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,661.0
1442,Hyderabad,Secunderabad,ONE_PLUS,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,262.0,193.0,0.26,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1443,Hyderabad,Madhapur,ONE,At Risk High Value Customer,3.0,0.0,3.0,1.0,940.0,0.0,1.0,High Churn Risk,COMEBACK30,High-value customer has reduced order frequency. Strong comeback coupon can protect revenue.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",940.0
1444,Hyderabad,Moosapet,NONE,Coupon Sensitive Customer,3.0,3.0,0.0,0.0,593.0,793.0,-0.34,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1445,Hyderabad,Khairatabad,ONE,Regular Customer,3.0,1.0,2.0,0.67,510.0,548.0,-0.07,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1446,Hyderabad,Moosapet,NONE,Regular Customer,0.0,3.0,-3.0,0.0,0.0,712.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1447,Hyderabad,Ameerpet,NONE,Regular Customer,3.0,3.0,0.0,0.0,697.0,586.0,0.16,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1448,Hyderabad,Khairatabad,ONE_LITE,Regular Customer,1.0,1.0,0.0,0.0,195.0,85.0,0.56,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1449,Hyderabad,Ameerpet,NONE,Regular Customer,2.0,2.0,0.0,0.0,1011.0,841.0,0.17,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1450,Hyderabad,Abids,NONE,Regular Customer,2.0,3.0,-1.0,-0.5,195.0,875.0,-3.49,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1451,Hyderabad,New Maruthi Nagar,ONE_LITE,Regular Customer,0.0,1.0,-1.0,0.0,0.0,584.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1452,Hyderabad,Banjara Hills,NONE,Regular Customer,1.0,1.0,0.0,0.0,90.0,297.0,-2.3,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1453,Hyderabad,Moosapet,ONE,Regular Customer,1.0,2.0,-1.0,-1.0,254.0,997.0,-2.93,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1454,Hyderabad,Khairatabad,NONE,Coupon Sensitive Customer,1.0,3.0,-2.0,-2.0,297.0,697.0,-1.35,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1455,Hyderabad,Gachibowli,NONE,Regular Customer,3.0,2.0,1.0,0.33,554.0,329.0,0.41,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1456,Hyderabad,Madhapur,NONE,Coupon Sensitive Customer,1.0,1.0,0.0,0.0,249.0,382.0,-0.53,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1457,Hyderabad,Khairatabad,NONE,Regular Customer,6.0,0.0,6.0,1.0,719.0,0.0,1.0,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,719.0
1458,Hyderabad,Ameerpet,NONE,Regular Customer,0.0,4.0,-4.0,0.0,0.0,945.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1459,Hyderabad,Gachibowli,ONE,Regular Customer,1.0,3.0,-2.0,-2.0,385.0,360.0,0.06,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1460,Hyderabad,Banjara Hills,ONE,Regular Customer,1.0,1.0,0.0,0.0,47.0,171.0,-2.64,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1461,Hyderabad,Ameerpet,NONE,Coupon Sensitive Customer,1.0,6.0,-5.0,-5.0,787.0,2061.0,-1.62,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1462,Hyderabad,New Maruthi Nagar,ONE,Regular Customer,4.0,1.0,3.0,0.75,737.0,155.0,0.79,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1463,Hyderabad,Banjara Hills,ONE_PLUS,At Risk Customer,3.0,0.0,3.0,1.0,686.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",686.0
1464,Hyderabad,Ameerpet,NONE,Regular Customer,1.0,0.0,1.0,1.0,74.0,0.0,1.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1465,Hyderabad,Khairatabad,NONE,Regular Customer,0.0,3.0,-3.0,0.0,0.0,1146.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1466,Hyderabad,New Maruthi Nagar,NONE,Coupon Sensitive Customer,1.0,2.0,-1.0,-1.0,72.0,703.0,-8.76,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1467,Hyderabad,New Maruthi Nagar,ONE_PLUS,Regular Customer,3.0,2.0,1.0,0.33,1069.0,327.0,0.69,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1468,Hyderabad,Madhapur,ONE,Regular Customer,2.0,2.0,0.0,0.0,146.0,285.0,-0.95,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1469,Hyderabad,Abids,ONE,Regular Customer,3.0,3.0,0.0,0.0,322.0,669.0,-1.08,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1470,Hyderabad,Khairatabad,ONE,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,335.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1471,Hyderabad,New Maruthi Nagar,ONE,Coupon Sensitive Customer,2.0,1.0,1.0,0.5,644.0,110.0,0.83,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1472,Hyderabad,Ameerpet,ONE,Regular Customer,3.0,2.0,1.0,0.33,692.0,304.0,0.56,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1473,Hyderabad,New Maruthi Nagar,NONE,Coupon Sensitive Customer,1.0,1.0,0.0,0.0,180.0,612.0,-2.4,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1474,Hyderabad,Gachibowli,NONE,Coupon Sensitive Customer,4.0,2.0,2.0,0.5,805.0,483.0,0.4,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1475,Hyderabad,Ameerpet,NONE,Coupon Sensitive Customer,2.0,3.0,-1.0,-0.5,411.0,561.0,-0.36,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1476,Hyderabad,Kukatpally,NONE,Coupon Sensitive Customer,1.0,1.0,0.0,0.0,148.0,189.0,-0.28,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1477,Hyderabad,Gachibowli,NONE,Regular Customer,1.0,2.0,-1.0,-1.0,600.0,276.0,0.54,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1478,Hyderabad,Abids,ONE_PLUS,Coupon Sensitive Customer,2.0,5.0,-3.0,-1.5,296.0,1483.0,-4.01,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1479,Hyderabad,Kukatpally,ONE_PLUS,At Risk Customer,3.0,0.0,3.0,1.0,470.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",470.0
1480,Hyderabad,Banjara Hills,NONE,At Risk Customer,3.0,0.0,3.0,1.0,477.0,0.0,1.0,High Churn Risk,SAVE100,Customer order frequency has dropped sharply. Direct discount can bring customer back.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",477.0
1481,Hyderabad,Gachibowli,NONE,Regular Customer,1.0,1.0,0.0,0.0,130.0,198.0,-0.52,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1482,Hyderabad,Kukatpally,NONE,Regular Customer,0.0,4.0,-4.0,0.0,0.0,862.0,0.0,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1483,Hyderabad,Ameerpet,ONE_PLUS,Coupon Sensitive Customer,1.0,2.0,-1.0,-1.0,74.0,465.0,-5.28,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1484,Hyderabad,Kukatpally,ONE_LITE,Regular Customer,3.0,2.0,1.0,0.33,587.0,266.0,0.55,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1485,Hyderabad,Gachibowli,ONE_LITE,Regular Customer,2.0,1.0,1.0,0.5,625.0,119.0,0.81,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1486,Hyderabad,Moosapet,ONE_PLUS,Coupon Sensitive Customer,2.0,0.0,2.0,1.0,216.0,0.0,1.0,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1487,Hyderabad,Moosapet,NONE,Regular Customer,3.0,4.0,-1.0,-0.33,611.0,638.0,-0.04,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1488,Hyderabad,Madhapur,ONE,Regular Customer,3.0,1.0,2.0,0.67,517.0,110.0,0.79,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1489,Hyderabad,Banjara Hills,NONE,Regular Customer,1.0,3.0,-2.0,-2.0,277.0,353.0,-0.27,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1490,Hyderabad,Kukatpally,ONE,Coupon Sensitive Customer,4.0,2.0,2.0,0.5,869.0,427.0,0.51,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1491,Hyderabad,Banjara Hills,ONE,Coupon Sensitive Customer,2.0,2.0,0.0,0.0,643.0,504.0,0.22,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1492,Hyderabad,Moosapet,NONE,Coupon Sensitive Customer,4.0,5.0,-1.0,-0.25,787.0,957.0,-0.22,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1493,Hyderabad,Banjara Hills,NONE,Regular Customer,4.0,3.0,1.0,0.25,711.0,524.0,0.26,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1494,Hyderabad,Madhapur,NONE,Regular Customer,5.0,1.0,4.0,0.8,973.0,60.0,0.94,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,973.0
1495,Hyderabad,Banjara Hills,ONE_LITE,Regular Customer,7.0,2.0,5.0,0.71,3328.0,295.0,0.91,Medium Churn Risk,SAVE50,Moderate drop in orders. Medium coupon can improve retention.,Send reminder notification and medium-value coupon.,3328.0
1496,Hyderabad,Gachibowli,ONE_PLUS,Regular Customer,2.0,1.0,1.0,0.5,478.0,57.0,0.88,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1497,Hyderabad,Khairatabad,ONE,At Risk Customer,3.0,0.0,3.0,1.0,630.0,0.0,1.0,High Churn Risk,FREEDELIVERY,Customer is coupon sensitive and at churn risk. Free delivery can improve conversion.,"Send comeback campaign, personalized coupon, and restaurant recommendations.",630.0
1498,Hyderabad,Moosapet,NONE,Coupon Sensitive Customer,1.0,3.0,-2.0,-2.0,152.0,603.0,-2.97,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1499,Hyderabad,Abids,ONE_LITE,Coupon Sensitive Customer,4.0,2.0,2.0,0.5,1010.0,299.0,0.7,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1500,Hyderabad,New Maruthi Nagar,ONE_LITE,Coupon Sensitive Customer,1.0,3.0,-2.0,-2.0,226.0,626.0,-1.77,Low Churn Risk,SAVE30,Customer frequently uses coupons. Small coupon can trigger another order.,Continue normal engagement.,0.0
1501,Hyderabad,Gachibowli,ONE_LITE,Regular Customer,1.0,2.0,-1.0,-1.0,934.0,278.0,0.7,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1502,Hyderabad,Ameerpet,NONE,Regular Customer,2.0,2.0,0.0,0.0,326.0,214.0,0.34,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1503,Hyderabad,Banjara Hills,ONE_LITE,Regular Customer,3.0,1.0,2.0,0.67,1062.0,462.0,0.56,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1504,Hyderabad,Secunderabad,NONE,Regular Customer,3.0,2.0,1.0,0.33,768.0,658.0,0.14,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1505,Hyderabad,Secunderabad,NONE,Regular Customer,2.0,3.0,-1.0,-0.5,348.0,725.0,-1.08,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1506,Hyderabad,New Maruthi Nagar,NONE,Regular Customer,2.0,1.0,1.0,0.5,153.0,60.0,0.61,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1507,Hyderabad,Madhapur,ONE_LITE,Regular Customer,1.0,4.0,-3.0,-3.0,698.0,731.0,-0.05,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
1508,Hyderabad,Banjara Hills,ONE_LITE,Regular Customer,1.0,1.0,0.0,0.0,93.0,198.0,-1.13,Low Churn Risk,NO_COUPON_REQUIRED,Customer is currently stable. Avoid unnecessary coupon burn.,Continue normal engagement.,0.0
