customer_id,order_month_period,monthly_orders,monthly_revenue,monthly_gross_amount,avg_order_value,coupon_used_count,coupon_discount_total,delayed_orders,rain_orders,surge_orders,avg_delivery_minutes,avg_distance_km,avg_rating,campaign_exposed_count,ad_clicked_count,city,customer_area,membership_tier,delay_rate,coupon_usage_rate,campaign_click_rate
1936,2024-12,2,222,272,111.0,1,0,0,0,0,27.5,9.43,0.0,0,0,Hyderabad,Khairatabad,ONE,0.0,0.5,0.0
1936,2025-01,4,437,537,109.25,3,0,4,3,3,53.25,12.77,0.0,2,0,Hyderabad,Secunderabad,ONE,1.0,0.75,0.0
1936,2025-02,2,393,483,196.5,1,40,0,1,0,29.5,5.36,2.15,1,0,Hyderabad,Gachibowli,ONE,0.0,0.5,0.0
1936,2025-03,1,575,600,575.0,0,0,0,0,0,17.0,6.03,0.0,1,0,Hyderabad,Ameerpet,ONE,0.0,0.0,0.0
1936,2025-04,2,441,491,220.5,0,0,2,1,0,46.5,2.46,0.0,0,0,Hyderabad,Moosapet,ONE,1.0,0.0,0.0
1936,2025-05,2,130,175,65.0,1,0,0,1,1,26.5,14.54,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.5,0.0
1936,2025-07,3,878,1091,292.67,1,138,0,0,0,22.67,11.66,1.27,2,0,Hyderabad,Ameerpet,ONE,0.0,0.33,0.0
1936,2025-08,1,71,96,71.0,0,0,0,0,0,38.0,11.95,4.4,0,0,Hyderabad,Secunderabad,ONE,0.0,0.0,0.0
1936,2025-09,2,500,630,250.0,1,80,0,1,0,38.0,6.04,0.0,0,0,Hyderabad,Banjara Hills,ONE,0.0,0.5,0.0
1936,2025-10,1,143,168,143.0,0,0,1,0,0,47.0,7.49,0.0,0,0,Hyderabad,Banjara Hills,ONE,1.0,0.0,0.0
1936,2025-11,1,149,174,149.0,0,0,0,0,0,26.0,4.83,0.0,1,0,Hyderabad,Moosapet,ONE,0.0,0.0,0.0
1936,2025-12,1,110,135,110.0,0,0,1,0,1,42.0,5.07,0.0,1,0,Hyderabad,Kukatpally,ONE,1.0,0.0,0.0
1937,2025-01,4,1160,1200,290.0,0,0,1,0,3,33.5,15.54,1.7,0,0,Hyderabad,Khairatabad,ONE_LITE,0.25,0.0,0.0
1937,2025-02,3,378,408,126.0,0,0,0,0,0,27.0,7.5,3.03,1,0,Hyderabad,Madhapur,ONE_LITE,0.0,0.0,0.0
1937,2025-03,1,86,96,86.0,0,0,1,1,0,44.0,8.0,3.9,1,0,Hyderabad,Ameerpet,ONE_LITE,1.0,0.0,0.0
1937,2025-04,5,755,885,151.0,2,80,1,0,0,31.8,11.76,2.0,1,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.2,0.4,0.0
1937,2025-05,1,62,72,62.0,1,0,0,0,0,19.0,14.33,4.1,0,0,Hyderabad,Abids,ONE_LITE,0.0,1.0,0.0
1937,2025-06,2,436,456,218.0,1,0,1,1,1,45.5,2.58,1.6,0,0,Hyderabad,Kukatpally,ONE_LITE,0.5,0.5,0.0
1937,2025-07,2,378,398,189.0,1,0,0,0,0,21.0,14.08,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.0,0.5,0.0
1937,2025-08,3,263,293,87.67,1,0,1,1,1,32.33,6.98,1.6,1,0,Hyderabad,Gachibowli,ONE_LITE,0.33,0.33,0.0
1937,2025-09,3,1184,1214,394.67,0,0,0,0,0,24.0,13.96,0.0,0,0,Hyderabad,Secunderabad,ONE_LITE,0.0,0.0,0.0
1937,2025-10,2,392,412,196.0,0,0,0,0,0,35.0,4.08,0.0,1,0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.0,0.0
1937,2025-11,3,664,694,221.33,1,0,2,1,2,48.0,12.49,0.0,2,0,Hyderabad,Banjara Hills,ONE_LITE,0.67,0.33,0.0
1937,2025-12,2,350,370,175.0,0,0,0,0,1,32.5,5.76,0.0,1,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
1938,2025-01,3,590,620,196.67,1,0,1,1,0,37.33,5.87,1.53,1,0,Hyderabad,Kukatpally,ONE_LITE,0.33,0.33,0.0
1938,2025-03,3,486,516,162.0,1,0,2,2,1,46.67,4.42,0.0,1,0,Hyderabad,Moosapet,ONE_LITE,0.67,0.33,0.0
1938,2025-04,3,539,569,179.67,1,0,1,1,0,38.33,6.8,2.6,2,0,Hyderabad,Secunderabad,ONE_LITE,0.33,0.33,0.0
1938,2025-05,3,318,348,106.0,0,0,1,1,1,38.0,9.97,2.93,0,0,Hyderabad,Gachibowli,ONE_LITE,0.33,0.0,0.0
1938,2025-06,2,219,239,109.5,1,0,2,1,0,53.5,4.22,1.8,0,0,Hyderabad,Moosapet,ONE_LITE,1.0,0.5,0.0
1938,2025-07,2,748,808,374.0,1,40,2,0,0,47.0,5.91,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE_LITE,1.0,0.5,0.0
1938,2025-08,5,960,1130,192.0,2,120,0,0,1,33.8,6.15,0.88,0,0,Hyderabad,Secunderabad,ONE_LITE,0.0,0.4,0.0
1938,2025-09,2,312,332,156.0,1,0,1,0,0,35.5,5.68,0.0,1,0,Hyderabad,Madhapur,ONE_LITE,0.5,0.5,0.0
1938,2025-10,5,870,1000,174.0,2,80,1,1,3,35.6,7.08,2.14,2,0,Hyderabad,Khairatabad,ONE_LITE,0.2,0.4,0.0
1938,2025-11,3,468,498,156.0,0,0,2,1,0,41.33,4.42,0.0,1,0,Hyderabad,Ameerpet,ONE_LITE,0.67,0.0,0.0
1938,2025-12,2,209,229,104.5,1,0,0,1,0,27.5,6.79,0.0,0,0,Hyderabad,Madhapur,ONE_LITE,0.0,0.5,0.0
1939,2025-01,2,372,372,186.0,0,0,0,0,0,26.0,7.06,1.95,1,0,Hyderabad,Banjara Hills,NONE,0.0,0.0,0.0
1939,2025-02,1,60,60,60.0,0,0,1,0,0,42.0,4.51,0.0,1,0,Hyderabad,Kukatpally,NONE,1.0,0.0,0.0
1939,2025-03,1,153,153,153.0,1,0,0,0,1,38.0,4.2,0.0,0,0,Hyderabad,Madhapur,NONE,0.0,1.0,0.0
1939,2025-05,5,1318,1318,263.6,1,0,0,1,0,28.4,7.67,0.64,2,0,Hyderabad,Kukatpally,NONE,0.0,0.2,0.0
1939,2025-06,2,457,457,228.5,0,0,1,0,0,31.5,10.84,0.0,1,0,Hyderabad,Banjara Hills,NONE,0.5,0.0,0.0
1939,2025-07,1,526,526,526.0,0,0,0,0,0,23.0,4.51,0.0,0,0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0
1939,2025-08,4,1081,1121,270.25,1,40,1,1,1,32.75,7.52,1.2,2,0,Hyderabad,Gachibowli,NONE,0.25,0.25,0.0
1939,2025-09,6,1222,1262,203.67,1,40,0,0,0,25.5,6.26,1.93,1,0,Hyderabad,Secunderabad,NONE,0.0,0.17,0.0
1939,2025-10,3,508,552,169.33,2,44,1,1,1,39.33,8.78,1.57,1,0,Hyderabad,Gachibowli,NONE,0.33,0.67,0.0
1939,2025-11,1,129,129,129.0,0,0,0,0,0,30.0,9.87,3.6,1,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
1940,2025-01,3,445,475,148.33,0,0,0,0,0,27.67,9.29,0.0,2,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
1940,2025-02,3,276,306,92.0,0,0,1,0,0,41.67,5.79,3.17,1,0,Hyderabad,Abids,ONE_LITE,0.33,0.0,0.0
1940,2025-03,2,245,265,122.5,0,0,0,0,0,20.5,11.92,1.85,0,0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.0,0.0
1940,2025-04,3,635,665,211.67,0,0,0,0,0,36.33,7.75,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.0,0.0,0.0
1940,2025-05,2,171,191,85.5,0,0,1,1,2,47.5,11.34,1.6,0,0,Hyderabad,Gachibowli,ONE_LITE,0.5,0.0,0.0
1940,2025-07,1,226,236,226.0,0,0,0,0,0,22.0,4.87,0.0,1,0,Hyderabad,Khairatabad,ONE_LITE,0.0,0.0,0.0
1940,2025-09,3,699,729,233.0,0,0,1,0,1,34.33,9.35,1.17,1,0,Hyderabad,Kukatpally,ONE_LITE,0.33,0.0,0.0
1940,2025-10,4,532,572,133.0,1,0,2,2,1,43.75,8.54,1.98,1,0,Hyderabad,Kukatpally,ONE_LITE,0.5,0.25,0.0
1940,2025-11,3,807,837,269.0,0,0,1,0,0,32.67,8.08,0.0,0,0,Hyderabad,Kukatpally,ONE_LITE,0.33,0.0,0.0
1940,2025-12,3,389,459,129.67,1,40,2,0,1,40.33,9.35,0.0,1,0,Hyderabad,Madhapur,ONE_LITE,0.67,0.33,0.0
1941,2025-01,4,851,1041,212.75,2,150,2,2,3,38.25,7.31,1.0,1,0,Hyderabad,Secunderabad,ONE_LITE,0.5,0.5,0.0
1941,2025-03,1,162,172,162.0,0,0,0,0,0,24.0,8.9,0.0,0,0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.0,0.0
1941,2025-04,3,458,488,152.67,0,0,1,1,1,42.33,4.31,3.2,0,0,Hyderabad,Kukatpally,ONE_LITE,0.33,0.0,0.0
1941,2025-05,3,664,694,221.33,0,0,0,0,1,23.67,7.76,0.83,2,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.0,0.0,0.0
1941,2025-06,2,377,397,188.5,1,0,1,1,0,31.0,7.56,2.15,2,0,Hyderabad,Abids,ONE_LITE,0.5,0.5,0.0
1941,2025-08,2,570,590,285.0,0,0,0,0,0,17.5,9.04,1.95,1,0,Hyderabad,Abids,ONE_LITE,0.0,0.0,0.0
1941,2025-09,4,408,488,102.0,2,40,3,3,4,44.5,5.92,1.88,1,0,Hyderabad,Moosapet,ONE_LITE,0.75,0.5,0.0
1941,2025-10,4,1641,1831,410.25,2,150,2,2,1,36.75,6.98,1.1,0,0,Hyderabad,Gachibowli,ONE_LITE,0.5,0.5,0.0
1941,2025-11,1,190,200,190.0,0,0,0,0,0,27.0,6.29,0.0,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
1941,2025-12,1,244,254,244.0,0,0,0,1,0,23.0,6.41,3.4,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
1942,2025-01,2,973,1023,486.5,0,0,0,0,0,26.5,8.86,2.2,2,0,Hyderabad,Khairatabad,ONE_PLUS,0.0,0.0,0.0
1942,2025-02,1,197,222,197.0,0,0,0,1,0,29.0,5.36,0.0,1,0,Hyderabad,Madhapur,ONE_PLUS,0.0,0.0,0.0
1942,2025-03,3,441,666,147.0,1,150,1,1,1,36.33,8.8,1.03,0,0,Hyderabad,Madhapur,ONE_PLUS,0.33,0.33,0.0
1942,2025-04,1,57,82,57.0,0,0,0,0,1,34.0,5.57,0.0,0,0,Hyderabad,Madhapur,ONE_PLUS,0.0,0.0,0.0
1942,2025-05,1,104,129,104.0,1,0,0,0,0,35.0,11.5,0.0,1,0,Hyderabad,Khairatabad,ONE_PLUS,0.0,1.0,0.0
1942,2025-06,5,710,835,142.0,2,0,0,0,1,27.4,10.27,0.0,3,0,Hyderabad,Khairatabad,ONE_PLUS,0.0,0.4,0.0
1942,2025-07,1,74,99,74.0,0,0,0,0,0,38.0,10.53,0.0,1,0,Hyderabad,Banjara Hills,ONE_PLUS,0.0,0.0,0.0
1942,2025-08,2,111,161,55.5,1,0,0,0,1,31.5,6.46,0.0,0,0,Hyderabad,Secunderabad,ONE_PLUS,0.0,0.5,0.0
1942,2025-09,2,514,564,257.0,0,0,2,2,0,45.0,6.56,0.0,1,0,Hyderabad,Secunderabad,ONE_PLUS,1.0,0.0,0.0
1942,2025-10,2,125,170,62.5,1,0,0,1,0,37.0,6.89,0.0,2,0,Hyderabad,Ameerpet,ONE_PLUS,0.0,0.5,0.0
1942,2025-11,1,40,60,40.0,0,0,0,0,1,38.0,10.53,0.0,1,0,Hyderabad,Banjara Hills,ONE_PLUS,0.0,0.0,0.0
1942,2025-12,1,353,472,353.0,1,94,0,0,0,16.0,12.7,0.0,1,0,Hyderabad,Secunderabad,ONE_PLUS,0.0,1.0,0.0
1943,2024-12,2,745,895,372.5,1,150,1,0,1,35.5,6.9,0.0,0,0,Hyderabad,New Maruthi Nagar,NONE,0.5,0.5,0.0
1943,2025-01,3,525,525,175.0,1,0,2,1,0,43.33,6.04,0.0,2,0,Hyderabad,Banjara Hills,NONE,0.67,0.33,0.0
1943,2025-02,2,693,693,346.5,0,0,0,0,1,26.0,4.03,3.65,1,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
1943,2025-03,1,162,162,162.0,0,0,0,0,1,28.0,0.76,0.0,0,0,Hyderabad,Banjara Hills,NONE,0.0,0.0,0.0
1943,2025-04,4,420,420,105.0,2,0,0,1,2,32.25,8.01,0.78,3,0,Hyderabad,Banjara Hills,NONE,0.0,0.5,0.0
1943,2025-05,1,134,134,134.0,0,0,0,0,0,33.0,9.77,0.0,1,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1943,2025-06,3,607,607,202.33,0,0,1,0,1,31.0,7.5,1.57,2,0,Hyderabad,Ameerpet,NONE,0.33,0.0,0.0
1943,2025-07,1,109,109,109.0,0,0,0,0,0,19.0,10.31,3.5,1,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
1943,2025-08,1,214,254,214.0,1,40,0,0,0,28.0,0.1,4.8,1,0,Hyderabad,Banjara Hills,NONE,0.0,1.0,0.0
1943,2025-10,1,289,289,289.0,0,0,0,0,0,23.0,0.76,0.0,0,0,Hyderabad,Banjara Hills,NONE,0.0,0.0,0.0
1943,2025-11,2,298,298,149.0,0,0,0,0,0,26.0,8.6,0.0,0,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1943,2025-12,2,254,254,127.0,0,0,0,0,0,21.5,6.3,2.45,1,0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0
1944,2024-12,1,93,93,93.0,0,0,0,0,1,32.0,13.27,3.4,1,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
1944,2025-01,3,492,572,164.0,2,80,1,0,1,30.33,7.99,1.2,1,0,Hyderabad,Kukatpally,NONE,0.33,0.67,0.0
1944,2025-02,1,176,176,176.0,1,0,0,0,0,32.0,20.16,0.0,0,0,Hyderabad,New Maruthi Nagar,NONE,0.0,1.0,0.0
1944,2025-03,2,295,295,147.5,1,0,0,0,0,25.0,7.72,0.0,2,0,Hyderabad,Ameerpet,NONE,0.0,0.5,0.0
1944,2025-04,1,124,164,124.0,1,40,0,0,0,27.0,0.2,4.0,0,0,Hyderabad,Gachibowli,NONE,0.0,1.0,0.0
1944,2025-05,2,432,432,216.0,0,0,0,0,1,37.0,17.94,0.0,1,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
1944,2025-06,3,753,753,251.0,0,0,1,0,1,36.33,6.04,1.5,0,0,Hyderabad,Madhapur,NONE,0.33,0.0,0.0
1944,2025-07,5,1058,1138,211.6,2,80,0,1,1,28.8,13.7,0.0,2,0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.4,0.0
1944,2025-08,2,239,279,119.5,1,40,0,0,0,35.0,17.55,0.0,0,0,Hyderabad,Abids,NONE,0.0,0.5,0.0
1944,2025-09,2,455,455,227.5,0,0,1,1,1,44.5,4.6,0.0,1,0,Hyderabad,Moosapet,NONE,0.5,0.0,0.0
1944,2025-10,2,325,365,162.5,1,40,1,0,0,28.5,13.36,2.2,0,0,Hyderabad,Ameerpet,NONE,0.5,0.5,0.0
1944,2025-12,1,195,195,195.0,0,0,0,0,0,25.0,8.16,0.0,0,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1945,2025-01,2,251,301,125.5,0,0,0,0,0,23.5,11.06,2.2,2,0,Hyderabad,Khairatabad,ONE_PLUS,0.0,0.0,0.0
1945,2025-03,1,151,176,151.0,0,0,0,0,0,27.0,10.88,0.0,0,0,Hyderabad,Banjara Hills,ONE_PLUS,0.0,0.0,0.0
1945,2025-04,2,420,470,210.0,0,0,1,1,1,42.5,15.0,1.35,0,0,Hyderabad,New Maruthi Nagar,ONE_PLUS,0.5,0.0,0.0
1945,2025-06,3,466,541,155.33,1,0,0,0,1,32.33,7.86,0.63,1,0,Hyderabad,Moosapet,ONE_PLUS,0.0,0.33,0.0
1945,2025-07,3,374,529,124.67,1,80,1,0,1,34.67,11.19,2.13,2,0,Hyderabad,Ameerpet,ONE_PLUS,0.33,0.33,0.0
1945,2025-09,2,247,297,123.5,1,0,0,0,0,30.5,5.07,0.0,2,0,Hyderabad,Ameerpet,ONE_PLUS,0.0,0.5,0.0
1945,2025-11,2,361,459,180.5,2,48,0,0,2,29.0,16.89,0.0,1,0,Hyderabad,New Maruthi Nagar,ONE_PLUS,0.0,1.0,0.0
1946,2024-12,1,191,191,191.0,1,0,0,0,1,32.0,2.78,4.0,0,0,Hyderabad,Ameerpet,NONE,0.0,1.0,0.0
1946,2025-01,2,333,333,166.5,1,0,0,1,0,27.5,3.85,0.0,0,0,Hyderabad,Secunderabad,NONE,0.0,0.5,0.0
1946,2025-02,2,374,374,187.0,0,0,1,0,0,40.0,7.99,1.55,1,0,Hyderabad,New Maruthi Nagar,NONE,0.5,0.0,0.0
1946,2025-04,2,247,247,123.5,0,0,2,1,1,43.0,10.02,0.0,0,0,Hyderabad,New Maruthi Nagar,NONE,1.0,0.0,0.0
1946,2025-05,2,286,286,143.0,0,0,0,1,0,21.5,3.72,2.15,1,0,Hyderabad,Moosapet,NONE,0.0,0.0,0.0
1946,2025-06,4,804,804,201.0,1,0,1,0,2,34.0,7.67,0.0,1,0,Hyderabad,Abids,NONE,0.25,0.25,0.0
1946,2025-07,1,387,387,387.0,0,0,0,0,0,30.0,9.06,0.0,0,0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.0,0.0
1946,2025-08,5,589,669,117.8,2,80,2,0,1,38.6,7.8,0.86,2,0,Hyderabad,New Maruthi Nagar,NONE,0.4,0.4,0.0
1946,2025-10,1,134,134,134.0,0,0,0,0,0,33.0,1.23,0.0,1,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
1946,2025-11,1,146,186,146.0,1,40,0,0,0,28.0,6.13,4.9,1,0,Hyderabad,Secunderabad,NONE,0.0,1.0,0.0
1946,2025-12,5,1174,1174,234.8,1,0,1,2,1,25.6,7.38,0.88,2,0,Hyderabad,Moosapet,NONE,0.2,0.2,0.0
1947,2025-01,3,879,879,293.0,1,0,0,0,1,31.33,6.3,1.63,0,0,Hyderabad,Moosapet,NONE,0.0,0.33,0.0
1947,2025-02,1,99,99,99.0,0,0,0,0,0,38.0,7.66,3.5,0,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
1947,2025-03,4,733,733,183.25,0,0,0,0,1,25.25,7.29,2.08,2,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
1947,2025-04,4,863,863,215.75,0,0,1,1,1,37.0,8.94,2.05,2,0,Hyderabad,New Maruthi Nagar,NONE,0.25,0.0,0.0
1947,2025-05,3,578,578,192.67,0,0,1,1,0,39.0,9.49,0.0,0,0,Hyderabad,Gachibowli,NONE,0.33,0.0,0.0
1947,2025-06,3,645,645,215.0,1,0,1,0,0,35.0,8.46,1.5,2,0,Hyderabad,Secunderabad,NONE,0.33,0.33,0.0
1947,2025-07,1,107,107,107.0,0,0,1,0,1,47.0,4.6,0.0,0,0,Hyderabad,Madhapur,NONE,1.0,0.0,0.0
1947,2025-08,3,1498,1538,499.33,1,40,0,0,1,28.0,10.78,0.0,1,0,Hyderabad,Khairatabad,NONE,0.0,0.33,0.0
1947,2025-09,1,186,186,186.0,0,0,0,0,0,17.0,13.73,0.0,0,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
1947,2025-11,2,463,463,231.5,0,0,0,0,1,27.0,10.84,0.0,0,0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0
1947,2025-12,1,324,324,324.0,0,0,0,0,0,36.0,11.32,0.0,0,0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0
1948,2025-01,3,674,674,224.67,1,0,0,0,0,24.67,7.22,1.37,2,0,Hyderabad,Madhapur,NONE,0.0,0.33,0.0
1948,2025-03,3,767,841,255.67,2,74,1,1,2,32.67,8.36,0.0,1,0,Hyderabad,Kukatpally,NONE,0.33,0.67,0.0
1948,2025-04,3,377,377,125.67,1,0,0,0,0,25.67,4.06,2.8,1,0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.33,0.0
1948,2025-05,5,1218,1218,243.6,1,0,2,1,2,40.6,10.46,0.66,0,0,Hyderabad,Secunderabad,NONE,0.4,0.2,0.0
1948,2025-06,2,494,494,247.0,0,0,1,0,1,34.5,10.18,2.25,0,0,Hyderabad,Gachibowli,NONE,0.5,0.0,0.0
1948,2025-07,2,227,227,113.5,1,0,0,0,0,17.5,4.04,2.4,0,0,Hyderabad,Banjara Hills,NONE,0.0,0.5,0.0
1948,2025-08,2,372,372,186.0,0,0,1,1,1,42.0,12.2,0.0,0,0,Hyderabad,Moosapet,NONE,0.5,0.0,0.0
1948,2025-09,2,479,559,239.5,1,80,1,1,0,34.5,4.36,0.0,0,0,Hyderabad,Khairatabad,NONE,0.5,0.5,0.0
1948,2025-10,3,561,561,187.0,0,0,1,0,0,34.0,6.25,1.57,2,0,Hyderabad,Secunderabad,NONE,0.33,0.0,0.0
1948,2025-12,7,1864,1924,266.29,2,60,1,1,0,34.86,8.49,1.57,1,0,Hyderabad,Gachibowli,NONE,0.14,0.29,0.0
1949,2024-12,1,161,186,161.0,0,0,0,0,0,25.0,20.75,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.0,0.0
1949,2025-02,2,382,432,191.0,1,0,0,1,0,36.0,15.94,0.0,0,0,Hyderabad,Secunderabad,ONE,0.0,0.5,0.0
1949,2025-03,1,68,93,68.0,0,0,0,0,0,30.0,10.92,0.0,0,0,Hyderabad,Ameerpet,ONE,0.0,0.0,0.0
1949,2025-04,1,181,206,181.0,0,0,1,1,0,52.0,8.39,4.1,1,0,Hyderabad,Kukatpally,ONE,1.0,0.0,0.0
1949,2025-05,3,533,648,177.67,1,40,1,1,1,35.67,16.71,2.37,1,0,Hyderabad,Khairatabad,ONE,0.33,0.33,0.0
1949,2025-07,5,503,628,100.6,2,0,2,3,3,38.4,6.77,2.28,2,0,Hyderabad,Madhapur,ONE,0.4,0.4,0.0
1949,2025-08,1,319,344,319.0,0,0,0,0,0,37.0,12.4,0.0,0,0,Hyderabad,Khairatabad,ONE,0.0,0.0,0.0
1949,2025-09,2,860,910,430.0,0,0,0,1,2,35.0,17.37,1.75,0,0,Hyderabad,Abids,ONE,0.0,0.0,0.0
1949,2025-10,1,375,400,375.0,0,0,0,0,0,18.0,10.98,0.0,0,0,Hyderabad,Ameerpet,ONE,0.0,0.0,0.0
1950,2025-01,2,348,348,174.0,0,0,0,0,1,34.0,8.41,0.5,0,0,Hyderabad,New Maruthi Nagar,NONE,0.0,0.0,0.0
1950,2025-02,2,339,339,169.5,0,0,0,0,0,36.5,4.64,0.0,0,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
1950,2025-03,4,564,564,141.0,0,0,2,1,1,41.0,10.8,0.88,2,0,Hyderabad,New Maruthi Nagar,NONE,0.5,0.0,0.0
1950,2025-04,1,60,60,60.0,1,0,0,0,0,27.0,4.12,0.0,1,0,Hyderabad,Moosapet,NONE,0.0,1.0,0.0
1950,2025-05,1,784,784,784.0,0,0,0,0,0,33.0,11.59,0.0,0,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
1950,2025-06,1,205,205,205.0,0,0,0,0,0,32.0,5.02,0.0,0,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1950,2025-07,1,297,297,297.0,0,0,0,0,0,37.0,5.02,4.1,1,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1950,2025-08,2,546,546,273.0,0,0,2,0,0,49.0,8.34,0.0,0,0,Hyderabad,Secunderabad,NONE,1.0,0.0,0.0
1950,2025-09,2,412,412,206.0,0,0,0,0,0,15.0,6.08,0.95,0,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
1950,2025-10,1,119,119,119.0,0,0,0,1,0,36.0,4.85,0.0,1,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
1950,2025-11,3,873,873,291.0,0,0,0,0,1,35.0,9.19,0.0,1,0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0
1950,2025-12,2,301,301,150.5,0,0,0,0,0,30.0,7.74,0.0,1,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
1951,2025-01,3,200,270,66.67,1,0,0,0,0,24.0,7.58,0.0,3,0,Hyderabad,Secunderabad,ONE,0.0,0.33,0.0
1951,2025-02,2,382,472,191.0,1,40,1,0,0,39.5,12.43,0.0,0,0,Hyderabad,Madhapur,ONE,0.5,0.5,0.0
1951,2025-03,3,601,676,200.33,0,0,0,0,1,27.67,4.24,1.07,3,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.0,0.0
1951,2025-04,2,366,416,183.0,0,0,2,0,1,45.0,6.05,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE,1.0,0.0,0.0
1951,2025-05,3,1329,1404,443.0,0,0,1,2,2,40.0,9.09,1.13,2,0,Hyderabad,Kukatpally,ONE,0.33,0.0,0.0
1951,2025-06,1,575,600,575.0,0,0,1,1,1,55.0,10.56,0.0,1,0,Hyderabad,Moosapet,ONE,1.0,0.0,0.0
1951,2025-07,2,321,371,160.5,0,0,0,0,0,26.5,11.92,0.0,0,0,Hyderabad,Gachibowli,ONE,0.0,0.0,0.0
1951,2025-08,2,601,651,300.5,0,0,1,1,0,41.0,3.26,0.0,1,0,Hyderabad,Ameerpet,ONE,0.5,0.0,0.0
1951,2025-09,1,271,296,271.0,0,0,0,0,1,38.0,3.33,0.0,0,0,Hyderabad,Banjara Hills,ONE,0.0,0.0,0.0
1951,2025-10,3,551,706,183.67,1,80,1,0,0,30.67,4.13,1.4,1,0,Hyderabad,Secunderabad,ONE,0.33,0.33,0.0
1951,2025-12,1,40,65,40.0,1,0,0,0,0,32.0,6.52,0.0,0,0,Hyderabad,Secunderabad,ONE,0.0,1.0,0.0
1952,2025-01,2,630,680,315.0,1,0,1,2,1,43.0,6.39,4.1,2,0,Hyderabad,Gachibowli,ONE,0.5,0.5,0.0
1952,2025-02,3,539,614,179.67,1,0,0,0,0,26.0,5.43,0.0,1,0,Hyderabad,Khairatabad,ONE,0.0,0.33,0.0
1952,2025-03,3,477,587,159.0,2,40,0,0,2,28.33,4.45,1.27,1,0,Hyderabad,Khairatabad,ONE,0.0,0.67,0.0
1952,2025-04,4,741,959,185.25,3,118,1,1,1,36.5,7.33,1.15,1,0,Hyderabad,Madhapur,ONE,0.25,0.75,0.0
1952,2025-06,1,173,198,173.0,0,0,1,0,0,54.0,6.3,0.0,1,0,Hyderabad,Abids,ONE,1.0,0.0,0.0
1952,2025-07,1,212,387,212.0,1,150,0,0,0,18.0,0.23,0.0,0,0,Hyderabad,Ameerpet,ONE,0.0,1.0,0.0
1952,2025-08,1,84,109,84.0,0,0,1,0,0,41.0,6.3,4.4,0,0,Hyderabad,Abids,ONE,1.0,0.0,0.0
1952,2025-09,3,591,706,197.0,1,40,0,0,0,18.0,7.29,2.63,0,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.33,0.0
1952,2025-11,3,301,371,100.33,0,0,1,0,1,33.67,6.98,0.0,1,0,Hyderabad,Madhapur,ONE,0.33,0.0,0.0
1952,2025-12,2,1085,1135,542.5,0,0,0,0,1,29.5,10.7,1.9,2,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.0,0.0
